Crop,NO,Year,Province,Province1,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil type1,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
M-NEC,MNEC0018,2010,黑龙江农垦总局,Heilongjiang,8650673,20.15625,26.84196429,14.55535714,2257.5,1140,418.9,883.2,1945.58,白浆土,Albic soils,clay loam,44.3,29.4,145,5.6,47,69,12,10785
M-NEC,MNEC0019,2010,黑龙江农垦总局,Heilongjiang,8650673,20.15625,26.84196429,14.55535714,2257.5,1140,418.9,883.2,1945.58,白浆土,Albic soils,clay loam,35.6,20.4,132,5.6,47,69,12,10335
M-NEC,MNEC0020,2010,黑龙江农垦总局,Heilongjiang,8650673,20.15625,26.84196429,14.55535714,2257.5,1140,418.9,883.2,1945.58,白浆土,Albic soils,clay loam,40.2,22.5,142,5.6,47,69,12,10425
M-NEC,MNEC0021,2010,黑龙江农垦总局,Heilongjiang,8650673,20.15625,26.84196429,14.55535714,2257.5,1140,418.9,883.2,1945.58,白浆土,Albic soils,clay loam,41.2,22.1,110,5.6,47,69,12,10455
M-NEC,MNEC0022,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,30.2,24.6,143,5.7,50,69,9,8814
M-NEC,MNEC0023,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,40.1,28.7,169,5.7,50,69,9,8967
M-NEC,MNEC0024,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,32,20.5,139,5.6,50,69,9,6824
M-NEC,MNEC0025,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,29.1,21.7,151,5.5,50,69,9,6380
M-NEC,MNEC0026,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,41.3,26.1,170,5.7,50,69,9,7539
M-NEC,MNEC0027,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,42.6,28.4,178,5.7,50,69,9,8814
M-NEC,MNEC0028,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,39.2,20.5,168,5.7,50,69,9,8786
M-NEC,MNEC0029,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,42.6,28.4,173,5.7,50,69,9,11786
M-NEC,MNEC0030,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,19.3,22.4,148,5.6,50,69,9,8708
M-NEC,MNEC0031,2011,黑龙江农垦总局,Heilongjiang,8650673,19.12086957,25.15217391,13.87913043,2198.9,1057.8,318,964.9,2081.65,白浆土,Albic soils,clay loam,39.4,24.5,153,5.7,50,69,9,8676
M-NEC,MNEC0032,2008,黑龙江农垦总局,Heilongjiang,8650775,18.05477707,23.1133758,13.28853503,2834.6,1302.1,457.6,934.7,2246.1,草甸土,Meadow soils,loam,40,51.6,259,5.9,152,83,41,10901
M-NEC,MNEC0033,2010,黑龙江农垦总局,Heilongjiang,8650775,20.1484375,25.60546875,15.2046875,2579,1322.9,543.5,1001.7,2218.23,白浆土,Albic soils,silty clay loam,35,57.9,164,5.8,152,83,41,9795
M-NEC,MNEC0034,2010,黑龙江农垦总局,Heilongjiang,8650775,21.16261682,26.57570093,16.28037383,2264.4,1194.4,525.6,824.4,1843.14,棕壤,Brown earths,silty clay loam,39,24.5,130,6,152,83,41,8745
M-NEC,MNEC0035,2010,黑龙江农垦总局,Heilongjiang,8650775,20.56610169,26.06271186,15.59067797,2426.8,1261.9,526.6,918.8,2036.08,棕壤,Brown earths,silty clay loam,39,27.3,187,6,152,83,41,11604
M-NEC,MNEC0036,2010,黑龙江农垦总局,Heilongjiang,8650775,21.13760684,26.62820513,16.14102564,2473.1,1303.1,526.4,928.9,2069.16,棕壤,Brown earths,silty clay loam,56,37,177,5.8,152,83,41,9315
M-NEC,MNEC0037,2010,黑龙江农垦总局,Heilongjiang,8650775,20.3442623,25.82622951,15.37704918,2482,1283.1,528.2,945.2,2096.52,草甸土,Meadow soils,clay,35,35.2,244,5.9,152,83,41,9795
M-NEC,MNEC0038,2010,黑龙江农垦总局,Heilongjiang,8650775,19.50247934,24.95041322,14.61404959,2359.8,1184.2,545.6,907.3,1984.36,棕壤,Brown earths,silty clay loam,40,21.5,128,5.4,152,83,41,8354
M-NEC,MNEC0039,2010,黑龙江农垦总局,Heilongjiang,8650775,20.56814159,26.0159292,15.64955752,2324.2,1209.3,525.8,871.2,1929.66,白浆土,Albic soils,silty clay loam,33,15.7,122,5.7,152,83,41,10200
M-NEC,MNEC0040,2010,黑龙江农垦总局,Heilongjiang,8650775,20.23360656,25.72377049,15.28688525,2468.5,1272.4,543.5,936.5,2079.78,棕壤,Brown earths,silty clay loam,36,22.7,143,5.4,152,83,41,10545
M-NEC,MNEC0041,2010,黑龙江农垦总局,Heilongjiang,8650775,19.48139535,25.02170543,14.48604651,2513.1,1257.5,546.4,987.1,2137.36,白浆土,Albic soils,silty clay loam,33,15.4,145,6.3,152,83,41,9045
M-NEC,MNEC0042,2010,黑龙江农垦总局,Heilongjiang,8650776,20.51034483,26.48275862,14.97844828,2379.2,1235.1,393.5,1020.8,2163.25,暗棕壤,Dark brown earths,clay,23.9,49.3,143,5.3,94,43,11,5760
M-NEC,MNEC0043,2010,黑龙江农垦总局,Heilongjiang,8650776,20.51034483,26.48275862,14.97844828,2379.2,1235.1,393.5,1020.8,2163.25,暗棕壤,Dark brown earths,silty clay loam,40.6,16.3,319,5,94,43,11,10641
M-NEC,MNEC0044,2010,黑龙江农垦总局,Heilongjiang,8650776,20.51034483,26.48275862,14.97844828,2379.2,1235.1,393.5,1020.8,2163.25,暗棕壤,Dark brown earths,clay,23.3,10,140,6.4,94,43,11,7598
M-NEC,MNEC0045,2010,黑龙江农垦总局,Heilongjiang,8650776,20.51034483,26.48275862,14.97844828,2379.2,1235.1,393.5,1020.8,2163.25,暗棕壤,Dark brown earths,loamy sand,30.1,26,134,5.7,94,43,11,7115
M-NEC,MNEC0046,2010,黑龙江农垦总局,Heilongjiang,8650776,20.51034483,26.48275862,14.97844828,2379.2,1235.1,393.5,1020.8,2163.25,暗棕壤,Dark brown earths,loam,68.8,31.2,194,5.3,94,43,11,12341
M-NEC,MNEC0047,2011,黑龙江农垦总局,Heilongjiang,8650776,17.95234899,23.79328859,12.72147651,2674.9,1218.8,592.9,1210.4,2641.05,白浆土,Albic soils,clay loam,33.4,23.7,125,5.3,105,69,15,9138
M-NEC,MNEC0048,2011,黑龙江农垦总局,Heilongjiang,8650776,17.95234899,23.79328859,12.72147651,2674.9,1218.8,592.9,1210.4,2641.05,白浆土,Albic soils,silty clay loam,26.4,26.3,118,5.2,105,69,15,9704
M-NEC,MNEC0049,2012,黑龙江农垦总局,Heilongjiang,8650776,16.71387283,22.18208092,11.62543353,2891.9,1294.5,562.8,1267.8,2749.45,棕壤,Brown earths,silty clay loam,37.3,33.1,97,5.5,105,69,15,7829
M-NEC,MNEC0050,2012,黑龙江农垦总局,Heilongjiang,8650776,16.71387283,22.18208092,11.62543353,2891.9,1294.5,562.8,1267.8,2749.45,棕壤,Brown earths,silty clay loam,39.5,24.3,217,5.8,105,69,15,7382
M-NEC,MNEC0051,2012,黑龙江农垦总局,Heilongjiang,8650776,16.71387283,22.18208092,11.62543353,2891.9,1294.5,562.8,1267.8,2749.45,棕壤,Brown earths,clay,19.8,24.5,88,5.9,105,69,15,7865
M-NEC,MNEC0052,2012,黑龙江农垦总局,Heilongjiang,8650776,16.71387283,22.18208092,11.62543353,2891.9,1294.5,562.8,1267.8,2749.45,棕壤,Brown earths,sandy loam,30,36.1,261,5.4,105,69,15,8487
M-NEC,MNEC0053,2012,黑龙江农垦总局,Heilongjiang,8650776,16.71387283,22.18208092,11.62543353,2891.9,1294.5,562.8,1267.8,2749.45,棕壤,Brown earths,sandy loam,39.6,45.3,133,5.3,105,69,15,10710
M-NEC,MNEC0054,2012,黑龙江农垦总局,Heilongjiang,8650776,16.71387283,22.18208092,11.62543353,2891.9,1294.5,562.8,1267.8,2749.45,棕壤,Brown earths,sandy loam,19.6,43.2,141,5.7,105,69,15,8636
M-NEC,MNEC0055,2012,黑龙江农垦总局,Heilongjiang,8650776,16.71387283,22.18208092,11.62543353,2891.9,1294.5,562.8,1267.8,2749.45,棕壤,Brown earths,silty clay loam,38.1,27.1,113,5.4,105,69,15,6908
M-NEC,MNEC0056,2012,黑龙江农垦总局,Heilongjiang,8650776,16.71387283,22.18208092,11.62543353,2891.9,1294.5,562.8,1267.8,2749.45,棕壤,Brown earths,silty clay loam,38.8,13.6,84,6.4,105,69,15,8075
M-NEC,MNEC0057,2010,黑龙江农垦总局,Heilongjiang,8650776,18.64248366,24.50457516,13.20718954,2852.3,1383.6,524.5,1284.4,2751.43,棕壤,Brown earths,clay,46.9,10.8,267,5.6,161,92,50,8861
M-NEC,MNEC0058,2010,黑龙江农垦总局,Heilongjiang,8650776,19.42867133,25.31398601,13.96293706,2778.3,1383.2,443.3,1237.2,2649.12,棕壤,Brown earths,silty clay loam,47.6,45.4,204,6.3,161,92,50,8952
M-NEC,MNEC0059,2010,黑龙江农垦总局,Heilongjiang,8650776,19.50915493,25.40774648,14.03802817,2770.3,1383.2,443.3,1235.4,2639.76,棕壤,Brown earths,silty clay loam,42.7,36.7,222,6.6,161,92,50,8868
M-NEC,MNEC0060,2010,黑龙江农垦总局,Heilongjiang,8650776,18.70065789,24.57565789,13.26644737,2842.5,1383.6,524.4,1280.9,2739.83,棕壤,Brown earths,silty clay loam,41.9,57.6,352,6.5,161,92,50,8856
M-NEC,MNEC0061,2010,黑龙江农垦总局,Heilongjiang,8650776,19.50915493,25.40774648,14.03802817,2770.3,1383.2,443.3,1235.4,2639.76,棕壤,Brown earths,clay,31,57.6,97,6.1,161,92,50,7715
M-NEC,MNEC0062,2010,黑龙江农垦总局,Heilongjiang,8650776,19.67785714,25.585,14.17571429,2754.9,1383.2,438.3,1230,2625.51,棕壤,Brown earths,clay,23.7,40.4,349,6.4,161,92,50,7560
M-NEC,MNEC0063,2010,黑龙江农垦总局,Heilongjiang,8650776,19.27103448,25.25793103,13.69655172,2794.3,1383.6,439.9,1268.1,2683.25,棕壤,Brown earths,silty clay loam,25.3,24.2,107,5.9,161,92,50,10071
M-NEC,MNEC0064,2011,黑龙江农垦总局,Heilongjiang,8650776,17.51602564,23.60961538,11.97948718,2732.5,1216.8,583.9,1292.3,2723.13,棕壤,Brown earths,silty clay loam,23.2,28.4,145,5.6,161,92,50,6300
M-NEC,MNEC0065,2011,黑龙江农垦总局,Heilongjiang,8650776,17.291875,23.310625,11.8475,2766.7,1220.6,593,1295.9,2769.5,棕壤,Brown earths,silty clay loam,56.4,21.5,132,5.3,161,92,50,7770
M-NEC,MNEC0066,2011,黑龙江农垦总局,Heilongjiang,8650776,16.93619632,23.12883436,11.33742331,2761.8,1217.7,567.2,1316.7,2733.21,棕壤,Brown earths,silty clay loam,20.2,39.9,96,5.7,161,92,50,7170
M-NEC,MNEC0067,2011,黑龙江农垦总局,Heilongjiang,8650776,16.84842767,23.0509434,11.28427673,2680.1,1193.8,560.9,1277.6,2630.76,棕壤,Brown earths,loam,37.1,46.2,135,6,161,92,50,7275
M-NEC,MNEC0068,2011,黑龙江农垦总局,Heilongjiang,8650776,17.45,23.55972222,12.04444444,2514,1135.3,554.4,1154.3,2398.43,棕壤,Brown earths,silty clay loam,37.5,23.8,161,6.2,161,92,50,8460
M-NEC,MNEC0069,2011,黑龙江农垦总局,Heilongjiang,8650776,16.67719298,22.82163743,11.11111111,2853,1225.1,594.3,1366.2,2880.49,棕壤,Brown earths,silty clay loam,25.5,44.3,361,6.3,161,92,50,8340
M-NEC,MNEC0070,2011,黑龙江农垦总局,Heilongjiang,8650776,16.80958084,22.92934132,11.24790419,2808.4,1219.2,591.6,1332.6,2798.7,棕壤,Brown earths,silty clay loam,56.4,21.5,131,5.3,161,92,50,10035
M-NEC,MNEC0071,2012,黑龙江农垦总局,Heilongjiang,8650776,19.39555556,24.92740741,14.20148148,2618.4,1268.4,495.1,1101.5,2434.89,棕壤,Brown earths,silty clay loam,31.9,13.9,73,4.7,161,92,50,7845
M-NEC,MNEC0072,2012,黑龙江农垦总局,Heilongjiang,8650776,19.39555556,24.92740741,14.20148148,2618.4,1268.4,495.1,1101.5,2434.89,棕壤,Brown earths,silty clay loam,17.2,40,114,5.6,161,92,50,8325
M-NEC,MNEC0073,2012,黑龙江农垦总局,Heilongjiang,8650776,19.39555556,24.92740741,14.20148148,2618.4,1268.4,495.1,1101.5,2434.89,棕壤,Brown earths,silty clay loam,40.6,16.8,75,5.9,161,92,50,8115
M-NEC,MNEC0074,2012,黑龙江农垦总局,Heilongjiang,8650776,19.39555556,24.92740741,14.20148148,2618.4,1268.4,495.1,1101.5,2434.89,棕壤,Brown earths,silty clay loam,19.6,16.1,111,5.1,161,92,50,7425
M-NEC,MNEC0075,2012,黑龙江农垦总局,Heilongjiang,8650776,19.39555556,24.92740741,14.20148148,2618.4,1268.4,495.1,1101.5,2434.89,棕壤,Brown earths,silty clay loam,41.8,17.6,79,6.1,161,92,50,8445
M-NEC,MNEC0076,2012,黑龙江农垦总局,Heilongjiang,8650776,19.39555556,24.92740741,14.20148148,2618.4,1268.4,495.1,1101.5,2434.89,棕壤,Brown earths,silty clay loam,31.1,18.1,168,5.5,161,92,50,7245
M-NEC,MNEC0077,2012,黑龙江农垦总局,Heilongjiang,8650776,19.39555556,24.92740741,14.20148148,2618.4,1268.4,495.1,1101.5,2434.89,棕壤,Brown earths,silty clay loam,22.6,13.8,111,6.2,161,92,50,7170
M-NEC,MNEC0078,2012,黑龙江农垦总局,Heilongjiang,8650776,19.39555556,24.92740741,14.20148148,2618.4,1268.4,495.1,1101.5,2434.89,棕壤,Brown earths,silty clay loam,51.2,53,102,5.3,161,92,50,8250
M-NEC,MNEC0079,2008,黑龙江农垦总局,Heilongjiang,8650776,19.58968254,25.2984127,14.24920635,2468.3,1213.3,336.7,985.6,2191.76,暗棕壤,Dark brown earths,sandy loam,22,31,166,6.8,150,92,30,13200
M-NEC,MNEC0080,2008,黑龙江农垦总局,Heilongjiang,8650776,19.58968254,25.2984127,14.24920635,2468.3,1213.3,336.7,985.6,2191.76,草甸土,Meadow soils,sandy loam,22,31,166,6.8,150,92,30,8865
M-NEC,MNEC0081,2006,黑龙江农垦总局,Heilongjiang,8650776,19.59579832,24.94621849,14.25714286,2331.9,1142.1,397.1,1039.9,2261.85,暗棕壤,Dark brown earths,sandy loam,22,31,166,6.8,150,92,30,8130
M-NEC,MNEC0082,2006,黑龙江农垦总局,Heilongjiang,8650776,19.59579832,24.94621849,14.25714286,2331.9,1142.1,397.1,1039.9,2261.85,暗棕壤,Dark brown earths,loam,22,31,166,6.8,150,92,30,8580
M-NEC,MNEC0083,2006,黑龙江农垦总局,Heilongjiang,8650776,19.59579832,24.94621849,14.25714286,2331.9,1142.1,397.1,1039.9,2261.85,暗棕壤,Dark brown earths,sandy loam,22,31,166,6.8,150,92,30,7005
M-NEC,MNEC0084,2008,黑龙江农垦总局,Heilongjiang,8650973,20.23870968,25.50725806,14.85322581,2509.6,1269.6,223.5,938.4,2135.77,黑土,Black soils,silty clay loam,62,30.1,134,5.8,137,69,30,9617
M-NEC,MNEC0085,2008,黑龙江农垦总局,Heilongjiang,8650973,20.23870968,25.50725806,14.85322581,2509.6,1269.6,223.5,938.4,2135.77,白浆土,Albic soils,silty clay loam,42,20.6,103,5.9,137,69,30,9750
M-NEC,MNEC0086,2008,黑龙江农垦总局,Heilongjiang,8650973,20.23870968,25.50725806,14.85322581,2509.6,1269.6,223.5,938.4,2135.77,白浆土,Albic soils,silty clay loam,36.7,20.3,126,6,137,69,30,9737
M-NEC,MNEC0087,2008,黑龙江农垦总局,Heilongjiang,8650973,20.55641026,25.8017094,15.16837607,2405.1,1235.1,223,876.8,2031.5,白浆土,Albic soils,silty clay loam,38.8,20.4,154,5.8,137,69,30,11906
M-NEC,MNEC0088,2008,黑龙江农垦总局,Heilongjiang,8650973,20.23870968,25.50725806,14.85322581,2509.6,1269.6,223.5,938.4,2135.77,黑土,Black soils,silty clay loam,39.5,18.6,145,5.8,137,69,30,11370
M-NEC,MNEC0089,2008,黑龙江农垦总局,Heilongjiang,8650973,20.53529412,25.81764706,15.11008403,2443.7,1253.7,223,897.8,2065.93,白浆土,Albic soils,silty clay loam,34.3,21.1,136,5.9,137,69,30,13830
M-NEC,MNEC0090,2008,黑龙江农垦总局,Heilongjiang,8650973,20.23870968,25.50725806,14.85322581,2509.6,1269.6,223.5,938.4,2135.77,白浆土,Albic soils,silty clay loam,36.8,23.8,187,5.9,137,69,30,10050
M-NEC,MNEC0091,2008,黑龙江农垦总局,Heilongjiang,8650973,20.23870968,25.50725806,14.85322581,2509.6,1269.6,223.5,938.4,2135.77,白浆土,Albic soils,silty clay loam,47.2,24.2,183,5.8,137,69,30,10839
M-NEC,MNEC0092,2008,黑龙江农垦总局,Heilongjiang,8650973,20.53529412,25.81764706,15.11008403,2443.7,1253.7,223,897.8,2065.93,白浆土,Albic soils,silty clay loam,31.2,22.7,127,6,137,69,30,9735
M-NEC,MNEC0093,2008,黑龙江农垦总局,Heilongjiang,8650973,20.23870968,25.50725806,14.85322581,2509.6,1269.6,223.5,938.4,2135.77,白浆土,Albic soils,silty clay loam,31.3,19,145,6,137,69,30,12396
M-NEC,MNEC0094,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,白浆土,Albic soils,silty clay loam,35.1,19.1,158,6.1,137,69,30,10838
M-NEC,MNEC0095,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,草甸土,Meadow soils,silty clay loam,44.9,21.4,162,6.3,137,69,30,14277
M-NEC,MNEC0096,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,草甸土,Meadow soils,silty clay loam,48.6,27.1,139,5.8,137,69,30,11306
M-NEC,MNEC0097,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,草甸土,Meadow soils,silty clay loam,45.2,21.3,118,6.1,137,69,30,10788
M-NEC,MNEC0098,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,白浆土,Albic soils,silty clay loam,43,11.4,100,5.7,137,69,30,6920
M-NEC,MNEC0099,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,草甸土,Meadow soils,silty clay loam,48.3,26.1,141,5.9,137,69,30,10545
M-NEC,MNEC0100,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,草甸土,Meadow soils,silty clay loam,40,20.5,118,5.8,137,69,30,9501
M-NEC,MNEC0101,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,白浆土,Albic soils,silty clay loam,45,18.6,140,6.1,137,69,30,11130
M-NEC,MNEC0102,2010,黑龙江农垦总局,Heilongjiang,8650973,21.21774194,26.79032258,15.91451613,2631,1396.8,295.1,988.6,2216.6,白浆土,Albic soils,silty clay loam,51.8,34.9,229,6.4,137,69,30,11040
M-NEC,MNEC0103,2012,黑龙江农垦总局,Heilongjiang,8650884,20.29788732,25.38802817,15.57887324,2882.3,1462.3,410.7,1195.3,2616.49,黑土,Black soils,loam,58.6,41.5,378,5.8,141,97,33,9870
M-NEC,MNEC0104,2012,黑龙江农垦总局,Heilongjiang,8650884,20.29788732,25.38802817,15.57887324,2882.3,1462.3,410.7,1195.3,2616.49,黑土,Black soils,loam,46.1,32.3,191,6,141,97,33,9795
M-NEC,MNEC0105,2012,黑龙江农垦总局,Heilongjiang,8650884,20.50150376,25.49323308,15.97593985,2726.7,1396.7,436.7,1077.8,2375.24,黑土,Black soils,loam,36.3,10.5,262,5.8,141,97,33,10335
M-NEC,MNEC0106,2012,黑龙江农垦总局,Heilongjiang,8650884,20.50150376,25.49323308,15.97593985,2726.7,1396.7,436.7,1077.8,2375.24,黑土,Black soils,loam,25.9,15.7,313,5.7,141,97,33,10140
M-NEC,MNEC0107,2012,黑龙江农垦总局,Heilongjiang,8650884,20.50150376,25.49323308,15.97593985,2726.7,1396.7,436.7,1077.8,2375.24,黑土,Black soils,loam,64.4,34.6,399,5.6,141,97,33,9675
M-NEC,MNEC0108,2012,黑龙江农垦总局,Heilongjiang,8650884,20.50150376,25.49323308,15.97593985,2726.7,1396.7,436.7,1077.8,2375.24,黑土,Black soils,loam,40.8,35.9,307,6.1,141,97,33,9555
M-NEC,MNEC0109,2006,黑龙江农垦总局,Heilongjiang,8650888,17.57452229,23.08980892,12.20127389,2763,1302.8,333.5,1191.538,2510.4,黑土,Black soils,silty clay loam,51,18.3,121,7.1,74,47,26,9527
M-NEC,MNEC0110,2007,黑龙江农垦总局,Heilongjiang,8650888,18.62565789,24.0625,13.32105263,2831.1,1372.2,366.2,1265.2,2656.79,白浆土,Albic soils,clay loam,38,20.8,170,6.4,74,69,26,8291
M-NEC,MNEC0111,2007,黑龙江农垦总局,Heilongjiang,8650888,17.44512195,22.75670732,12.21646341,2861.5,1365.3,367.7,1332.7,2739.8,黑土,Black soils,silty clay loam,55,13.5,135,6.8,74,69,26,8858
M-NEC,MNEC0112,2008,黑龙江农垦总局,Heilongjiang,8650888,17.83293413,23.01856287,12.69640719,2978.1,1344.4,295.4,1283.9,2774.49,白浆土,Albic soils,clay loam,42.6,21.4,205,6.2,74,69,26,10512
M-NEC,MNEC0113,2012,黑龙江农垦总局,Heilongjiang,8650888,21.35304348,26.47826087,16.35478261,2455.6,1305.6,166.6,861.9,2021.5,白浆土,Albic soils,silty clay loam,44,25.8,217,6.3,74,69,26,8139
M-NEC,MNEC0114,2012,黑龙江农垦总局,Heilongjiang,8650888,21.04390244,26.14146341,16.09430894,2588.4,1358.4,238.9,896.2,2102.5,白浆土,Albic soils,clay loam,49,26.6,246,7.6,74,69,26,8588
M-NEC,MNEC0115,2006,黑龙江农垦总局,Heilongjiang,8650888,17.57452229,23.08980892,12.20127389,2763,1302.8,333.5,1191.538,2510.4,黑土,Black soils,silty clay loam,51,18.3,121,7.1,74,47,26,9527
M-NEC,MNEC0116,2007,黑龙江农垦总局,Heilongjiang,8650888,18.62565789,24.0625,13.32105263,2831.1,1372.2,366.2,1265.2,2656.79,白浆土,Albic soils,clay loam,38,20.8,170,6.4,74,69,26,8291
